region,offence,year,crimes.number,erp,crime.rate
Southeastern,Drug offences,2003,910,212389,428
Southeastern,Homicide,2003,6,212389,3
Southeastern,"Intimidation, stalking and harassment",2003,715,212389,337
Southeastern,Liquor offences,2003,635,212389,299
Southeastern,Malicious damage to property,2003,3509,212389,1652
Southeastern,Other offences,2003,1150,212389,541
Southeastern,Other offences against the person,2003,59,212389,28
Southeastern,Pornography offences,2003,4,212389,2
Southeastern,Prohibited and regulated weapons offences,2003,407,212389,192
Southeastern,Prostitution offences,2003,1,212389,0
Southeastern,Robbery,2003,47,212389,22
Southeastern,Sexual offences,2003,320,212389,151
Southeastern,Theft,2003,9040,212389,4256
Southeastern,Transport regulatory offences,2003,24,212389,11
Sydney Surrounds,Abduction and kidnapping,2003,20,477715,4
Sydney Surrounds,Against justice procedures,2003,1985,477715,416
Sydney Surrounds,Arson,2003,363,477715,76
Sydney Surrounds,Assault,2003,4510,477715,944
Sydney Surrounds,Betting and gaming offences,2003,5,477715,1
Sydney Surrounds,Blackmail and extortion,2003,0,477715,0
Sydney Surrounds,Disorderly conduct,2003,1242,477715,260
Sydney Surrounds,Drug offences,2003,1271,477715,266
Sydney Surrounds,Homicide,2003,14,477715,3
Sydney Surrounds,"Intimidation, stalking and harassment",2003,1282,477715,268
Sydney Surrounds,Liquor offences,2003,512,477715,107
Sydney Surrounds,Malicious damage to property,2003,7793,477715,1631
Sydney Surrounds,Other offences,2003,1026,477715,215
Sydney Surrounds,Other offences against the person,2003,93,477715,19
Sydney Surrounds,Pornography offences,2003,3,477715,1
Sydney Surrounds,Prohibited and regulated weapons offences,2003,563,477715,118
Sydney Surrounds,Prostitution offences,2003,1,477715,0
Sydney Surrounds,Robbery,2003,229,477715,48
Sydney Surrounds,Sexual offences,2003,701,477715,147
Sydney Surrounds,Theft,2003,20241,477715,4237
Sydney Surrounds,Transport regulatory offences,2003,3045,477715,637
Central West,Abduction and kidnapping,2004,5,193566,3
Central West,Against justice procedures,2004,1219,193566,630
Central West,Arson,2004,179,193566,92
Central West,Assault,2004,2478,193566,1280
Central West,Betting and gaming offences,2004,6,193566,3
Central West,Blackmail and extortion,2004,1,193566,1
Central West,Disorderly conduct,2004,917,193566,474
Central West,Drug offences,2004,586,193566,303
Central West,Homicide,2004,2,193566,1
Central West,"Intimidation, stalking and harassment",2004,618,193566,319
Central West,Liquor offences,2004,485,193566,251
Central West,Malicious damage to property,2004,3756,193566,1940
